path_name,overlapping_genes,adj_p_val
regulation of insulin secretion (GO:0050796),['TCF7L2'],0.8252362062074083
steroid metabolic process (GO:0008202),['CYP27A1'],0.8252362062074083
mRNA transport (GO:0051028),['ZFP36L1'],0.8252362062074083
positive regulation of cellular metabolic process (GO:0031325),['VEGFA'],0.8280285087190159
peptidyl-lysine modification (GO:0018205),['PLOD1'],0.8307690558699893
negative regulation of intracellular signal transduction (GO:1902532),"['ABCA7', 'TRIM59']",0.8310439235661867
endomembrane system organization (GO:0010256),"['ATP8B1', 'TLCD1']",0.8325507545041876
response to calcium ion (GO:0051592),['CLIC4'],0.8325507545041876
positive regulation of programmed cell death (GO:0043068),"['TNFAIP8', 'RASSF2', 'ARHGEF19']",0.8354526569116906
regulation of protein ubiquitination (GO:0031396),['SPRY2'],0.8373200710391706
modulation of chemical synaptic transmission (GO:0050804),['ATP1A2'],0.8373200710391706
regulation of protein kinase activity (GO:0045859),['RASSF2'],0.8394020131481181
response to tumor necrosis factor (GO:0034612),['ZFP36L1'],0.8394020131481181
cellular divalent inorganic cation homeostasis (GO:0072503),['SLC39A12'],0.8418913188300898
proteasomal protein catabolic process (GO:0010498),"['IFI27', 'TRIM13']",0.8429384058504433
regulation of macroautophagy (GO:0016241),['TRIM13'],0.8434184065705903
Fc receptor signaling pathway (GO:0038093),['PRKCQ'],0.8434184065705903
sulfur compound biosynthetic process (GO:0044272),['BCAN'],0.8458124490541765
activation of protein kinase activity (GO:0032147),['VEGFA'],0.8481610585969489
regulation of cell cycle (GO:0051726),"['SOX2', 'TCF7L2', 'NOTCH1']",0.8490865633787246
calcium ion transport (GO:0006816),['CDH23'],0.8490865633787246
cellular response to molecule of bacterial origin (GO:0071219),['PDE4B'],0.8490865633787246
positive regulation of protein metabolic process (GO:0051247),['NKD1'],0.8490865633787246
tumor necrosis factor-mediated signaling pathway (GO:0033209),['ST18'],0.8513435258284366
regulation of cellular response to stress (GO:0080135),['CRYAB'],0.8561901990620041
positive regulation of GTPase activity (GO:0043547),"['ARHGEF19', 'ARHGAP29']",0.8564678025758308
innate immune response (GO:0045087),"['IFI27', 'TRIM13', 'TRIM59']",0.8564678025758308
cellular response to lipopolysaccharide (GO:0071222),['PDE4B'],0.8599456694289127
positive regulation of apoptotic process (GO:0043065),"['TNFAIP8', 'RASSF2', 'ARHGEF19']",0.8686754621432311
regulation of phosphorylation (GO:0042325),['EGFR'],0.8711940583638353
synapse organization (GO:0050808),['LRP4'],0.8730502118403066
protein polyubiquitination (GO:0000209),"['IFI27', 'TRIM36', 'FBXO32']",0.8734946611954932
phosphorylation (GO:0016310),"['PRRT1', 'CDK19', 'FAM20A', 'SGK2']",0.8736701381944599
plasma membrane bounded cell projection organization (GO:0120036),['PLP1'],0.87618143105518
cilium organization (GO:0044782),"['GSN', 'NOTCH1']",0.8783503150980734
regulation of primary metabolic process (GO:0080090),['ABCA7'],0.8786961149088147
regulation of response to external stimulus (GO:0032101),['PDGFRA'],0.8786961149088147
Golgi organization (GO:0007030),['ATP8B1'],0.8786961149088147
negative regulation of gene expression (GO:0010629),"['NOTCH1', 'VEGFA', 'NUDT12']",0.8819752190529333
protein modification by small protein conjugation (GO:0032446),"['EPAS1', 'TRIM13', 'FBXO32', 'RNF220']",0.8822154060991885
cellular calcium ion homeostasis (GO:0006874),['CDH23'],0.889196907468386
organic substance transport (GO:0071702),['ABCA7'],0.889196907468386
protein dephosphorylation (GO:0006470),['EYA4'],0.8944988791427102
protein localization to organelle (GO:0033365),['ABCA7'],0.8995383093835924
regulation of mRNA stability (GO:0043488),['ZFP36L1'],0.9060306956290333
post-translational protein modification (GO:0043687),"['EPAS1', 'FBXO32', 'MFGE8']",0.90798218462623
protein ubiquitination (GO:0016567),"['EPAS1', 'TRIM13', 'TRIM36', 'FBXO32', 'RNF220']",0.9122159571487838
dephosphorylation (GO:0016311),['PLPP3'],0.9157924617555072
cellular response to interleukin-1 (GO:0071347),['ST18'],0.9182932396950353
cellular response to starvation (GO:0009267),['TFEB'],0.922118233141694
response to lipopolysaccharide (GO:0032496),['PDE4B'],0.9230216128632509
cellular protein-containing complex assembly (GO:0034622),['ANLN'],0.9338585234420607
DNA metabolic process (GO:0006259),"['TCF7L2', 'DNASE1L2']",0.9338585234420607
neuron projection development (GO:0031175),['PLP1'],0.9362064076517908
nuclear-transcribed mRNA catabolic process (GO:0000956),['ZFP36L1'],0.9362064076517908
mitochondrion organization (GO:0007005),['MYH14'],0.9401723826416533
proteolysis (GO:0006508),"['FOLH1', 'MMP15']",0.9410618574063744
regulation of mitotic cell cycle (GO:0007346),['MEIS2'],0.9418462097601027
regulation of translation (GO:0006417),['PLD1'],0.9418462097601027
regulation of GTPase activity (GO:0043087),['PLXNB3'],0.9517982943457131
regulation of programmed cell death (GO:0043067),['IRF3'],0.9554946280053277
cilium assembly (GO:0060271),"['GSN', 'NOTCH1']",0.9585255217510967
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),"['IFI27', 'TRIM13']",0.9621004508127085
organelle assembly (GO:0070925),"['ANLN', 'GSN', 'NOTCH1']",0.9621004508127085
intracellular protein transport (GO:0006886),"['FAM53B', 'WLS']",0.9690758057660688
inflammatory response (GO:0006954),['TNFAIP6'],0.9752483410689635
regulation of autophagy (GO:0010506),['TFEB'],0.9752483410689635
ubiquitin-dependent protein catabolic process (GO:0006511),"['IFI27', 'TRIM13']",0.9752483410689635
gene expression (GO:0010467),"['NR4A2', 'TSPAN15']",0.9754885990161271
cellular protein modification process (GO:0006464),"['PRRT1', 'CDK19', 'EPAS1', 'MMP15', 'ABCA7', 'FAM20A', 'FBXO32', 'MFGE8', 'SGK2']",0.9767118184085667
protein deubiquitination (GO:0016579),['IL33'],0.9858992512361986
protein modification by small protein removal (GO:0070646),['IL33'],0.9876023217929478
cellular protein metabolic process (GO:0044267),"['MMP15', 'MFGE8']",0.989230326220011
organelle organization (GO:0006996),"['ATP8B1', 'PLAAT3']",0.989230326220011
cellular macromolecule biosynthetic process (GO:0034645),['NR4A2'],0.992673139706371
cellular response to DNA damage stimulus (GO:0006974),['IRF3'],0.9957090848763084
protein transport (GO:0015031),['WLS'],0.9964062653730049
